activity_id,customer_id,activity_date,activity_type
ACT0056468,CUST008993,2023-08-05,page_view
ACT0056469,CUST003097,2024-06-28,cart_add
ACT0056470,CUST009426,,purchase
ACT0056471,CUST007909,04/23/2026,email_click
ACT0056472,CUST007609,22-08-2025,email_open
ACT0056473,CUST006917,2024-05-28,page_view
ACT0056474,CUST004563,12/01/2023,cart_add
ACT0056475,CUST009899,12/07/2023,cart_add
ACT0056476,CUST003515,2025-04-25,login
ACT0056477,CUST003672,04-05-2026,email_open
ACT0056478,CUST005215,2026-07-22,purchase
ACT0056479,CUST008940,2025-01-24,email_open
ACT0056480,CUST002338,,purchase
ACT0056481,CUST007210,19 Dec 2023,purchase
ACT0056482,CUST000518,2023-10-29,cart_add
ACT0056483,CUST006406,,login
ACT0056484,CUST005004,04-06-2024,cart_add
ACT0056485,CUST006634,2025-06-19,purchase
ACT0056486,CUST009982,2024-05-16,app_open
ACT0056487,CUST003139,2023-10-28,support_ticket
ACT0056488,CUST007559,04/14/2025,support_ticket
ACT0056489,CUST007385,12/29/2023,cart_add
ACT0056490,CUST007140,2023-03-05,purchase
ACT0056491,CUST003895,2026-01-09,email_click
ACT0056492,CUST003694,19 Dec 2024,page_view
ACT0056493,CUST009171,05/28/2023,email_click
ACT0056494,CUST003639,15-02-2026,cart_add
ACT0056495,CUST008815,23-02-2023,email_click
ACT0056496,CUST009901,2023-02-09,email_click
ACT0056497,CUST000754,2024-01-09,purchase
ACT0056498,CUST004062,24-05-2023,email_click
ACT0056499,CUST003653,2025-10-07,app_open
ACT0056500,CUST009285,2023-12-31,email_click
ACT0056501,CUST006198,10-06-2025,purchase
ACT0056502,CUST007469,2024-10-23,purchase
ACT0056503,CUST000727,2026-04-24,support_ticket
ACT0056504,CUST007557,,purchase
ACT0056505,CUST009520,2024-04-01,purchase
ACT0056506,CUST002604,2026-05-14,email_click
ACT0056507,CUST006291,2023-01-20,email_click
ACT0056508,CUST005784,2025-11-04,page_view
ACT0056509,CUST005113,2023-10-28,app_open
ACT0056510,CUST008730,05-09-2025,email_click
ACT0056511,CUST009706,2025-07-05,login
ACT0056512,CUST005739,2024-01-13,page_view
ACT0056513,CUST000793,02-04-2026,login
ACT0056514,CUST004527,2024-02-14,purchase
ACT0056515,CUST008464,2024-11-20,email_click
ACT0056516,CUST004788,2024-12-13,cart_add
ACT0056517,CUST008393,2024-10-10,page_view
ACT0056518,CUST007865,05/12/2023,login
ACT0056519,CUST000953,2024-10-18,app_open
ACT0056520,CUST005627,25-08-2024,email_open
ACT0056521,CUST008281,09/20/2023,purchase
ACT0056522,CUST005861,2024-06-23,email_open
ACT0056523,CUST006993,25-12-2024,app_open
ACT0056524,CUST003363,27-11-2025,login
ACT0056525,CUST001276,2026-03-09,login
ACT0056526,CUST006070,2024-11-01,purchase
ACT0056527,CUST008275,2026-05-20,page_view
ACT0056528,CUST008099,04/10/2024,support_ticket
ACT0056529,CUST009212,2024-03-22,page_view
ACT0056530,CUST007276,14-09-2024,email_click
ACT0056531,CUST006998,,support_ticket
ACT0056532,CUST001626,,email_open
ACT0056533,CUST008157,31-03-2025,login
ACT0056534,CUST008053,11/25/2023,email_click
ACT0056535,CUST002186,2024-03-21,app_open
ACT0056536,CUST000357,15-02-2023,cart_add
ACT0056537,CUST007581,11/10/2023,login
ACT0056538,CUST004381,20-05-2025,page_view
ACT0056539,CUST008109,2024-05-05,email_click
ACT0056540,CUST000050,23-08-2025,login
ACT0056541,CUST009733,2025-07-21,page_view
ACT0056542,CUST007912,2025-02-23,app_open
ACT0056543,CUST005530,2023-10-21,cart_add
ACT0056544,CUST003316,25-04-2026,login
ACT0056545,CUST006093,2023-07-19,page_view
ACT0056546,CUST003614,11-09-2023,email_click
ACT0056547,CUST003738,2026-02-26,support_ticket
ACT0056548,CUST002942,2023-11-14,app_open
ACT0056549,CUST008204,04/29/2025,app_open
ACT0056550,CUST000718,2024-12-09,login
ACT0056551,CUST008682,2026-05-15,app_open
ACT0056552,CUST003491,,cart_add
ACT0056553,CUST002136,2024-12-03,email_click
ACT0056554,CUST008816,30 Jan 2026,email_click
ACT0056555,CUST004179,2026-07-19,purchase
ACT0056556,CUST003807,2025-11-23,email_open
ACT0056557,CUST005616,,page_view
ACT0056558,CUST007238,2023-05-11,purchase
ACT0056559,CUST007530,2024-07-28,email_click
ACT0056560,CUST009367,20-09-2023,page_view
ACT0056561,CUST004041,2024-06-07,support_ticket
ACT0056562,CUST002800,06-04-2023,app_open
ACT0056563,CUST001471,13 Jul 2023,purchase
ACT0056564,CUST006227,2023-07-12,login
ACT0056565,CUST002326,2023-04-30,purchase
ACT0056566,CUST009353,10-08-2024,support_ticket
ACT0056567,CUST009439,24 Mar 2026,app_open
ACT0056568,CUST006927,2024-03-01,email_open
ACT0056569,CUST000451,2026-03-31,page_view
ACT0056570,CUST002935,2023-10-06,purchase
ACT0056571,CUST002127,2024-12-08,app_open
ACT0056572,CUST004636,2023-11-21,cart_add
ACT0056573,CUST005750,2023-06-10,email_click
ACT0056574,CUST004985,03/17/2023,email_click
ACT0056575,CUST004272,2024-07-30,app_open
ACT0056576,CUST000670,08/03/2023,cart_add
ACT0056577,CUST003131,2026-05-16,cart_add
ACT0056578,CUST003232,2026-04-29,login
ACT0056579,CUST004814,05/07/2025,page_view
ACT0056580,CUST003739,26-12-2023,app_open
ACT0056581,CUST000413,05-05-2025,login
ACT0056582,CUST009002,04/17/2026,app_open
ACT0056583,CUST007969,2024-11-29,support_ticket
ACT0056584,CUST002851,2024-07-15,support_ticket
ACT0056585,CUST001437,2024-03-24,support_ticket
ACT0056586,CUST003652,2025-11-26,cart_add
ACT0056587,CUST008168,2023-02-25,email_open
ACT0056588,CUST006284,02/02/2024,app_open
ACT0056589,CUST009722,2023-01-02,purchase
ACT0056590,CUST007718,2024-04-06,page_view
ACT0056591,CUST003839,12/15/2024,page_view
ACT0056592,CUST001732,2023-07-16,purchase
ACT0056593,CUST009235,,login
ACT0056594,CUST009885,2023-01-28,login
ACT0056595,CUST001573,2025-03-11,app_open
ACT0056596,CUST002907,2026-06-24,cart_add
ACT0056597,CUST009981,11/21/2024,purchase
ACT0056598,CUST006584,2025-10-13,page_view
ACT0056599,CUST001750,2023-06-18,cart_add
ACT0056600,CUST005962,02/18/2026,support_ticket
ACT0056601,CUST007995,2025-03-04,support_ticket
ACT0056602,CUST004469,2023-01-07,page_view
ACT0056603,CUST003540,2025-11-21,email_click
ACT0056604,CUST007775,06 Sep 2025,email_open
ACT0056605,CUST002661,2023-01-21,purchase
ACT0056606,CUST009826,21 Aug 2024,support_ticket
ACT0056607,CUST005363,05/16/2024,purchase
ACT0056608,CUST004984,11/30/2024,email_open
ACT0056609,CUST009651,2024-08-14,page_view
ACT0056610,CUST001634,02-03-2024,support_ticket
ACT0056611,CUST009259,,page_view
ACT0056612,CUST001146,06/21/2026,app_open
ACT0056613,CUST001778,09/30/2025,login
ACT0056614,CUST004946,15-05-2025,purchase
ACT0056615,CUST009841,04/26/2023,email_click
ACT0056616,CUST005621,10/07/2023,support_ticket
ACT0056617,CUST000238,16-10-2024,app_open
ACT0056618,CUST007139,2023-02-28,cart_add
ACT0056619,CUST001648,2025-10-20,app_open
ACT0056620,CUST006399,2025-09-26,page_view
ACT0056621,CUST008240,19-11-2024,email_click
ACT0056622,CUST009879,2025-07-29,email_open
ACT0056623,CUST008849,21 Sep 2024,support_ticket
ACT0056624,CUST006863,2023-09-12,cart_add
ACT0056625,CUST002817,,email_click
ACT0056626,CUST004760,2023-02-26,support_ticket
ACT0056627,CUST006166,2024-05-23,email_open
ACT0056628,CUST004543,06-08-2025,email_click
ACT0056629,CUST005207,04/19/2025,page_view
ACT0056630,CUST008018,2025-08-12,purchase
ACT0056631,CUST002570,2023-07-01,email_open
ACT0056632,CUST002994,15-12-2024,login
ACT0056633,CUST004965,2026-02-17,email_open
ACT0056634,CUST001840,2025-11-10,cart_add
ACT0056635,CUST003382,2026-06-01,cart_add
ACT0056636,CUST009892,2026-04-26,email_open
ACT0056637,CUST006485,07/18/2026,page_view
ACT0056638,CUST002599,02/27/2023,cart_add
ACT0056639,CUST006964,2023-12-08,support_ticket
ACT0056640,CUST003298,2025-04-12,app_open
ACT0056641,CUST004401,01/26/2026,support_ticket
ACT0056642,CUST001157,08 Nov 2025,app_open
ACT0056643,CUST007922,2025-10-02,support_ticket
ACT0056644,CUST001697,2026-05-19,email_click
ACT0056645,CUST004971,06/06/2026,email_open
ACT0056646,CUST002153,12/07/2024,page_view
ACT0056647,CUST002040,2026-02-01,support_ticket
ACT0056648,CUST001790,23-09-2024,email_open
ACT0056649,CUST007019,03-04-2024,page_view
ACT0056650,CUST003367,05 Mar 2026,login
ACT0056651,CUST002727,2026-06-23,support_ticket
ACT0056652,CUST004207,2024-03-29,page_view
ACT0056653,CUST003571,2023-12-01,page_view
ACT0056654,CUST004661,2023-09-13,login
ACT0056655,CUST001031,2023-07-21,support_ticket
ACT0056656,CUST001300,11-06-2024,purchase
ACT0056657,CUST009241,2026-01-09,login
ACT0056658,CUST004388,30-01-2024,email_open
ACT0056659,CUST002434,02-07-2025,app_open
ACT0056660,CUST008934,2024-12-09,email_click
ACT0056661,CUST003179,2026-03-16,purchase
ACT0056662,CUST001683,2025-08-04,email_open
ACT0056663,CUST002443,2024-07-15,page_view
ACT0056664,CUST003181,08/09/2023,app_open
ACT0056665,CUST001412,03-03-2023,cart_add
ACT0056666,CUST001270,2024-05-12,purchase
ACT0056667,CUST005587,2026-06-08,email_open
ACT0056668,CUST005839,,page_view
ACT0056669,CUST002603,2023-07-30,support_ticket
ACT0056670,CUST000296,2026-04-16,support_ticket
ACT0056671,CUST005886,2024-02-02,cart_add
ACT0056672,CUST007327,2025-03-07,cart_add
ACT0056673,CUST008087,05 Mar 2025,page_view
ACT0056674,CUST000842,2024-12-14,cart_add
ACT0056675,CUST006026,28-05-2023,purchase
ACT0056676,CUST000858,2025-03-21,email_open
ACT0056677,CUST009566,2023-04-08,support_ticket
ACT0056678,CUST004051,2025-02-03,email_open
ACT0056679,CUST000835,01/21/2023,login
ACT0056680,CUST009221,21-02-2024,cart_add
ACT0056681,CUST005744,2024-05-18,page_view
ACT0056682,CUST004312,2023-04-13,cart_add
ACT0056683,CUST004123,2026-03-08,page_view
ACT0056684,CUST003717,13-04-2025,purchase
ACT0056685,CUST009670,2024-07-21,app_open
ACT0056686,CUST004431,2023-02-28,email_click
ACT0056687,CUST007812,11/13/2024,app_open
ACT0056688,CUST009174,2026-07-02,purchase
ACT0056689,CUST001346,2023-05-22,email_click
ACT0056690,CUST002447,2025-03-30,cart_add
ACT0056691,CUST002709,2024-08-22,app_open
ACT0056692,CUST003796,2024-02-28,support_ticket
ACT0056693,CUST002625,2024-02-25,purchase
ACT0056694,CUST003124,2023-05-10,purchase
ACT0056695,CUST005400,2025-05-12,email_click
ACT0056696,CUST005720,2025-03-19,cart_add
ACT0056697,CUST005489,08 May 2026,email_click
ACT0056698,CUST001447,2025-09-11,purchase
ACT0056699,CUST004805,2025-03-24,support_ticket
ACT0056700,CUST007221,2023-04-18,page_view
ACT0056701,CUST002223,29-07-2026,support_ticket
ACT0056702,CUST002426,2023-08-06,login
ACT0056703,CUST006737,2024-07-21,page_view
ACT0056704,CUST005225,09-07-2025,support_ticket
ACT0056705,CUST000965,2024-11-14,purchase
ACT0056706,CUST007281,21 Jun 2025,cart_add
ACT0056707,CUST005041,2023-07-02,support_ticket
ACT0056708,CUST003604,01/31/2026,email_open
ACT0056709,CUST006312,,cart_add
ACT0056710,CUST002999,22-01-2026,email_click
ACT0056711,CUST009526,2024-07-30,purchase
ACT0056712,CUST005921,2026-03-31,cart_add
ACT0056713,CUST005218,2023-04-19,purchase
ACT0056714,CUST007818,2024-02-26,purchase
ACT0056715,CUST000478,04/12/2026,email_open
ACT0056716,CUST005207,08-09-2023,login
ACT0056717,CUST008329,2025-02-15,login
ACT0056718,CUST007965,09/01/2025,login
ACT0056719,CUST009402,2023-07-05,support_ticket
ACT0056720,CUST009643,2024-02-12,page_view
ACT0056721,CUST008257,22-03-2025,app_open
ACT0056722,CUST003119,09-02-2025,support_ticket
ACT0056723,CUST004653,2024-12-06,purchase
ACT0056724,CUST005981,26-08-2024,cart_add
ACT0056725,CUST003169,2023-08-02,support_ticket
ACT0056726,CUST006581,2025-05-20,purchase
ACT0056727,CUST002528,06/04/2025,cart_add
ACT0056728,CUST009103,2023-05-18,cart_add
ACT0056729,CUST008038,07/06/2026,login
ACT0056730,CUST003226,30-03-2025,email_open
ACT0056731,CUST009707,2025-01-04,cart_add
ACT0056732,CUST009187,2023-07-27,email_open
ACT0056733,CUST004474,2024-05-22,support_ticket
ACT0056734,CUST008602,09 Mar 2025,email_click
ACT0056735,CUST000572,2025-06-25,purchase
ACT0056736,CUST004933,31-07-2025,support_ticket
ACT0056737,CUST005753,2025-07-01,support_ticket
ACT0056738,CUST004416,29-05-2026,email_click
ACT0056739,CUST002552,2023-06-07,login
ACT0056740,CUST001161,07/24/2023,app_open
ACT0056741,CUST008412,2025-12-07,cart_add
ACT0056742,CUST002591,2024-01-15,email_click
ACT0056743,CUST007500,24-11-2023,cart_add
ACT0056744,CUST000041,04/08/2025,login
ACT0056745,CUST002354,02-08-2023,email_click
ACT0056746,CUST000505,10/10/2024,app_open
ACT0056747,CUST003309,2023-03-29,app_open
ACT0056748,CUST000930,23-06-2023,email_click
ACT0056749,CUST006861,01/20/2025,cart_add
ACT0056750,CUST003326,2025-01-07,purchase
ACT0056751,CUST009319,,page_view
ACT0056752,CUST002231,2024-09-27,app_open
ACT0056753,CUST005530,20-05-2024,page_view
ACT0056754,CUST006652,03/26/2024,email_click
ACT0056755,CUST008420,2023-02-23,support_ticket
ACT0056756,CUST000573,01-05-2024,email_click
ACT0056757,CUST005522,07-01-2023,email_open
ACT0056758,CUST009568,,app_open
ACT0056759,CUST001608,23-01-2024,purchase
ACT0056760,CUST002989,2026-03-28,cart_add
ACT0056761,CUST005400,12-07-2026,support_ticket
ACT0056762,CUST007457,13-04-2023,login
ACT0056763,CUST000640,,cart_add
ACT0056764,CUST002598,2025-06-08,purchase
ACT0056765,CUST005059,02/03/2024,email_click
ACT0056766,CUST006263,03/09/2023,email_click
ACT0056767,CUST005846,2024-02-07,email_open
ACT0056768,CUST003504,06/09/2023,page_view
ACT0056769,CUST003608,2023-02-08,login
ACT0056770,CUST000258,2024-05-29,cart_add
ACT0056771,CUST005054,2025-09-06,cart_add
ACT0056772,CUST003957,05 Feb 2023,login
ACT0056773,CUST009997,23-02-2023,login
ACT0056774,CUST005507,2023-10-12,app_open
ACT0056775,CUST002608,2023-07-14,purchase
ACT0056776,CUST006337,01-10-2023,email_open
ACT0056777,CUST008598,11/08/2023,page_view
ACT0056778,CUST007455,2026-02-19,support_ticket
ACT0056779,CUST003151,03/07/2026,
ACT0056780,CUST005242,2023-02-16,page_view
ACT0056781,CUST006616,2025-11-26,login
ACT0056782,CUST006425,07/12/2026,page_view
ACT0056783,CUST008515,2023-09-14,cart_add
ACT0056784,CUST003229,2025-02-13,cart_add
ACT0056785,CUST006904,2026-05-14,purchase
ACT0056786,CUST000712,2023-04-09,email_click
ACT0056787,CUST007209,2024-12-07,email_click
ACT0056788,CUST003914,02/18/2026,email_click
ACT0056789,CUST004721,2023-10-03,page_view
ACT0056790,CUST001751,09-03-2025,purchase
ACT0056791,CUST003569,01-02-2026,page_view
ACT0056792,CUST009434,2023-12-19,login
ACT0056793,CUST009932,2026-06-22,email_click
ACT0056794,CUST004926,,email_click
ACT0056795,CUST004381,20-07-2023,page_view
ACT0056796,CUST003446,2023-04-17,cart_add
ACT0056797,CUST004105,08/24/2025,support_ticket
ACT0056798,CUST006022,2023-09-27,support_ticket
ACT0056799,CUST000386,2024-05-29,login
ACT0056800,CUST008631,17-01-2023,purchase
ACT0056801,CUST002216,06/24/2025,login
ACT0056802,CUST005439,2025-06-04,purchase
ACT0056803,CUST008414,2023-08-20,login
ACT0056804,CUST002179,2024-01-15,page_view
ACT0056805,CUST009881,2024-03-07,login
ACT0056806,CUST006613,14 Oct 2025,purchase
ACT0056807,CUST006987,26 Jan 2023,cart_add
ACT0056808,CUST009813,23-05-2025,cart_add
ACT0056809,CUST008021,2023-03-08,login
ACT0056810,CUST001883,26-07-2026,page_view
ACT0056811,CUST003514,15-07-2026,cart_add
ACT0056812,CUST008018,2025-12-07,page_view
ACT0056813,CUST000317,2023-10-06,purchase
ACT0056814,CUST006370,2026-03-16,page_view
ACT0056815,CUST006779,2025-09-27,email_open
ACT0056816,CUST009435,2025-06-16,email_click
ACT0056817,CUST009609,29-03-2024,support_ticket
ACT0056818,CUST009603,2025-07-06,support_ticket
ACT0056819,CUST003610,2023-01-09,cart_add
ACT0056820,CUST000872,2026-02-14,email_open
ACT0056821,CUST006728,01/10/2024,page_view
ACT0056822,CUST007119,2024-12-17,login
ACT0056823,CUST004344,10/17/2023,support_ticket
ACT0056824,CUST007245,2026-05-15,email_open
ACT0056825,CUST002289,2024-07-25,email_click
ACT0056826,CUST003263,2023-09-24,page_view
ACT0056827,CUST005346,2025-12-08,login
ACT0056828,CUST005188,2025-04-10,login
ACT0056829,CUST002817,2024-11-25,support_ticket
ACT0056830,CUST000307,2024-08-13,login
ACT0056831,CUST000145,15 Oct 2023,cart_add
ACT0056832,CUST001778,2025-10-12,page_view
ACT0056833,CUST005415,2025-03-10,login
ACT0056834,CUST003613,12/18/2024,email_open
ACT0056835,CUST006173,2024-03-30,cart_add
ACT0056836,CUST004395,01/02/2026,email_open
ACT0056837,CUST003617,2024-12-10,login
ACT0056838,CUST000861,04 Apr 2026,app_open
ACT0056839,CUST008433,06/10/2023,cart_add
ACT0056840,CUST006787,30-10-2024,email_click
ACT0056841,CUST009218,11-11-2025,cart_add
ACT0056842,CUST003332,2025-08-04,cart_add
ACT0056843,CUST006623,14 Apr 2026,purchase
ACT0056844,CUST007519,2023-07-26,cart_add
ACT0056845,CUST003218,2024-09-14,support_ticket
ACT0056846,CUST000388,2026-01-24,email_click
ACT0056847,CUST009922,29 Nov 2023,support_ticket
ACT0056848,CUST001282,,purchase
ACT0056849,CUST001219,02-06-2025,purchase
ACT0056850,CUST001379,2025-02-24,login
ACT0056851,CUST002026,06/20/2023,support_ticket
ACT0056852,CUST000629,2025-08-01,login
ACT0056853,CUST000218,11-06-2023,login
ACT0056854,CUST001493,2025-06-08,login
ACT0056855,CUST001641,2024-11-24,purchase
ACT0056856,CUST004424,2025-08-09,email_click
ACT0056857,CUST006104,2023-11-21,email_open
ACT0056858,CUST000853,06/13/2026,login
ACT0056859,CUST003800,2024-06-12,email_click
ACT0056860,CUST003856,22-11-2023,support_ticket
ACT0056861,CUST004486,2024-12-09,purchase
ACT0056862,CUST009709,10-09-2024,support_ticket
ACT0056863,CUST000590,01/15/2024,email_click
ACT0056864,CUST002921,07/08/2024,cart_add
ACT0056865,CUST005204,2023-08-16,email_click
ACT0056866,CUST007635,2024-12-18,cart_add
ACT0056867,CUST005197,2023-08-26,purchase
ACT0056868,CUST000004,11/05/2024,email_open
ACT0056869,CUST002701,13-01-2025,email_click
ACT0056870,CUST004317,10/17/2023,login
ACT0056871,CUST007184,2025-03-17,purchase
ACT0056872,CUST009242,04/25/2024,email_open
ACT0056873,CUST002756,2023-11-21,login
ACT0056874,CUST009295,17-10-2024,support_ticket
ACT0056875,CUST006987,2026-04-01,email_open
ACT0056876,CUST004944,18-10-2024,page_view
ACT0056877,CUST009124,16-02-2026,purchase
ACT0056878,CUST005032,2024-06-07,page_view
ACT0056879,CUST003681,01/21/2026,email_click
ACT0056880,CUST000809,,app_open
ACT0056881,CUST001457,2023-08-07,email_open
ACT0056882,CUST004012,2023-02-27,support_ticket
ACT0056883,CUST007948,,support_ticket
ACT0056884,CUST004999,2025-04-10,login
ACT0056885,CUST003516,2023-04-23,app_open
ACT0056886,CUST005415,2023-03-19,page_view
ACT0056887,CUST005306,2023-05-10,cart_add
ACT0056888,CUST003345,2026-05-16,purchase
ACT0056889,CUST004095,22-08-2023,app_open
ACT0056890,CUST000271,2026-06-18,purchase
ACT0056891,CUST003827,2026-02-11,email_click
ACT0056892,CUST006254,2024-11-29,support_ticket
ACT0056893,CUST004448,06-01-2023,email_open
ACT0056894,CUST007675,17-03-2023,page_view
ACT0056895,CUST006615,2024-12-18,cart_add
ACT0056896,CUST003862,2025-08-24,app_open
ACT0056897,CUST009592,10-08-2025,email_click
ACT0056898,CUST003071,2025-07-26,support_ticket
ACT0056899,CUST009090,09/08/2024,purchase
ACT0056900,CUST005519,27-01-2024,app_open
ACT0056901,CUST009927,2024-11-05,app_open
ACT0056902,CUST002992,2023-04-02,support_ticket
ACT0056903,CUST003654,2023-03-30,email_click
ACT0056904,CUST008677,2025-08-10,support_ticket
ACT0056905,CUST000714,,email_open
ACT0056906,CUST004953,05/23/2023,page_view
ACT0056907,CUST002153,,email_open
ACT0056908,CUST007772,23-06-2024,email_open
ACT0056909,CUST001295,2026-05-15,app_open
ACT0056910,CUST008343,20-03-2025,purchase
ACT0056911,CUST000493,2023-08-20,purchase
ACT0056912,CUST007573,04-09-2023,page_view
ACT0056913,CUST004788,07-04-2025,app_open
ACT0056914,CUST003940,14-05-2024,app_open
ACT0056915,CUST007535,16 May 2024,page_view
ACT0056916,CUST006488,08/28/2023,email_open
ACT0056917,CUST002539,2026-03-10,support_ticket
ACT0056918,CUST007147,2026-03-03,purchase
ACT0056919,CUST006279,12/05/2024,login
ACT0056920,CUST002483,04/09/2024,purchase
ACT0056921,CUST003370,2024-12-11,app_open
ACT0056922,CUST008162,07/10/2026,email_click
ACT0056923,CUST007689,2025-08-20,page_view
ACT0056924,CUST004726,2025-01-29,email_click
ACT0056925,CUST002528,2024-08-09,cart_add
ACT0056926,CUST003063,2024-02-11,app_open
ACT0056927,CUST005186,2024-11-10,support_ticket
ACT0056928,CUST005209,22 Jun 2023,login
ACT0056929,CUST006661,,email_click
ACT0056930,CUST005578,2025-11-13,login
ACT0056931,CUST002465,,email_open
ACT0056932,CUST002503,2024-09-27,purchase
ACT0056933,CUST004910,28-06-2024,login
ACT0056934,CUST001139,2024-10-15,page_view
ACT0056935,CUST008832,03/31/2024,email_click
ACT0056936,CUST007137,18-03-2024,cart_add
ACT0056937,CUST003607,2023-05-18,app_open
ACT0056938,CUST006067,03-04-2024,purchase
ACT0056939,CUST002060,2026-03-28,app_open
ACT0056940,CUST009412,07/03/2023,app_open
ACT0056941,CUST009417,19 Jan 2024,cart_add
ACT0056942,CUST007196,21-06-2023,email_open
ACT0056943,CUST002513,2024-08-19,support_ticket
ACT0056944,CUST009200,2023-07-20,support_ticket
ACT0056945,CUST008938,2025-09-17,app_open
ACT0056946,CUST007990,2024-02-22,app_open
ACT0056947,CUST001140,02/01/2026,app_open
ACT0056948,CUST009505,,email_open
ACT0056949,CUST009535,22-10-2025,cart_add
ACT0056950,CUST004805,09-01-2023,email_open
ACT0056951,CUST005179,22-11-2023,page_view
ACT0056952,CUST002548,2024-01-30,email_click
ACT0056953,CUST007251,,app_open
ACT0056954,CUST008764,11/15/2024,support_ticket
ACT0056955,CUST009670,07-11-2025,purchase
ACT0056956,CUST003673,2026-01-09,login
ACT0056957,CUST001710,26 Jan 2024,cart_add
ACT0056958,CUST001201,2023-03-24,purchase
ACT0056959,CUST009793,05-01-2024,page_view
ACT0056960,CUST001801,2024-05-22,page_view
ACT0056961,CUST007330,2023-02-18,page_view
ACT0056962,CUST006737,05/19/2023,email_open
ACT0056963,CUST009670,28-12-2025,email_open
ACT0056964,CUST007178,2026-03-31,app_open
ACT0056965,CUST006318,2024-01-04,app_open
ACT0056966,CUST009540,16-02-2024,cart_add
ACT0056967,CUST002212,10/31/2024,app_open
ACT0056968,CUST004713,04/14/2024,login
ACT0056969,CUST005449,2026-05-12,app_open
ACT0056970,CUST005823,2024-01-21,login
ACT0056971,CUST000972,2023-02-04,page_view
ACT0056972,CUST000238,2025-05-04,support_ticket
ACT0056973,CUST000396,2025-05-18,email_click
ACT0056974,CUST002879,2023-07-02,support_ticket
ACT0056975,CUST003695,2024-06-27,login
ACT0056976,CUST004556,2023-03-31,email_click
ACT0056977,CUST004058,2023-09-10,purchase
ACT0056978,CUST000819,05-10-2025,email_open
ACT0056979,CUST007194,2023-09-21,login
ACT0056980,CUST007011,2024-05-11,purchase
ACT0056981,CUST005558,,email_click
ACT0056982,CUST000270,2023-11-28,email_click
ACT0056983,CUST002505,2024-09-22,cart_add
ACT0056984,CUST007581,02-06-2023,purchase
ACT0056985,CUST003889,2026-05-31,app_open
ACT0056986,CUST004256,2024-01-07,login
ACT0056987,CUST009665,30-07-2023,cart_add
ACT0056988,CUST000113,21-03-2025,login
ACT0056989,CUST002156,2025-02-15,app_open
ACT0056990,CUST004572,2025-11-16,purchase
ACT0056991,CUST008882,2025-05-12,support_ticket
ACT0056992,CUST008223,2023-02-10,app_open
ACT0056993,CUST008129,09-05-2026,purchase
ACT0056994,CUST001690,2024-02-21,email_click
ACT0056995,CUST005968,2024-10-03,app_open
ACT0056996,CUST001382,2025-11-06,cart_add
ACT0056997,CUST006348,10 Aug 2024,page_view
ACT0056998,CUST006757,,purchase
ACT0056999,CUST004115,2025-04-16,app_open
ACT0057000,CUST003269,2023-09-12,email_click
ACT0057001,CUST000788,10-09-2024,purchase
ACT0057002,CUST008323,12-03-2026,email_click
ACT0057003,CUST006798,21 Mar 2025,email_open
ACT0057004,CUST008369,2023-04-04,purchase
ACT0057005,CUST005988,2024-12-23,email_click
ACT0057006,CUST006234,2023-11-08,page_view
ACT0057007,CUST005363,10-09-2024,email_click
ACT0057008,CUST002979,2024-02-15,email_open
ACT0057009,CUST001124,2025-06-11,app_open
ACT0057010,CUST004094,2024-06-18,login
ACT0057011,CUST001005,05/03/2023,email_open
ACT0057012,CUST005423,02/10/2023,purchase
ACT0057013,CUST006812,05/05/2023,page_view
ACT0057014,CUST003500,2024-01-05,page_view
ACT0057015,CUST003291,2023-05-11,page_view
ACT0057016,CUST008877,2023-06-25,support_ticket
ACT0057017,CUST006508,27 Feb 2025,app_open
ACT0057018,CUST005028,12-02-2024,app_open
ACT0057019,CUST002469,2026-06-10,email_open
ACT0057020,CUST007085,2024-02-10,email_click
ACT0057021,CUST001213,27-06-2025,support_ticket
ACT0057022,CUST009069,2025-01-15,app_open
ACT0057023,CUST004735,2025-04-23,app_open
ACT0057024,CUST008453,08/01/2025,email_click
ACT0057025,CUST006758,2024-02-25,login
ACT0057026,CUST002701,07/27/2023,cart_add
ACT0057027,CUST007385,2024-12-05,email_open
ACT0057028,CUST003220,04-01-2025,email_click
ACT0057029,CUST000467,04/16/2024,app_open
ACT0057030,CUST004958,03-01-2026,support_ticket
ACT0057031,CUST001708,01/27/2025,email_click
ACT0057032,CUST005336,07/23/2026,app_open
ACT0057033,CUST004351,08/03/2023,support_ticket
ACT0057034,CUST005269,2023-11-27,email_click
ACT0057035,CUST004813,22-01-2023,email_open
ACT0057036,CUST005413,06/03/2026,support_ticket
ACT0057037,CUST006370,2023-06-28,login
ACT0057038,CUST002552,2024-12-25,app_open
ACT0057039,CUST009668,16-01-2025,app_open
ACT0057040,CUST003963,01/15/2024,email_click
ACT0057041,CUST008057,20 Mar 2026,email_open
ACT0057042,CUST005211,08/31/2025,email_open
ACT0057043,CUST007261,04/28/2024,login
ACT0057044,CUST005292,23 Oct 2023,email_open
ACT0057045,CUST008681,28-11-2024,app_open
ACT0057046,CUST007962,04/09/2026,email_click
ACT0057047,CUST002560,01-01-2026,app_open
ACT0057048,CUST005825,12-11-2025,email_click
ACT0057049,CUST006903,2023-12-26,cart_add
ACT0057050,CUST006509,2025-04-24,email_open
ACT0057051,CUST008247,25-04-2026,cart_add
