conversion_id,customer_id,campaign_id,conversion_date,conversion_stage
CONV017226,CUST007982,CAMP0201,05 Mar 2023,MQL
CONV017227,CUST006233,CAMP0132,2023-12-16,Lead
CONV017228,CUST009568,CAMP0212,2025-11-11,MQL
CONV017229,CUST007921,CAMP0121,2025-04-26,Customer
CONV017230,CUST003052,CAMP0190,05/30/2024,Lead
CONV017231,CUST006781,CAMP0147,09/30/2024,SQL
CONV017232,CUST006412,CAMP0092,2026-02-17,SQL
CONV017233,CUST003442,CAMP0053,2023-10-08,Customer
CONV017234,CUST000185,CAMP0110,2025-09-13,SQL
CONV017235,CUST009937,CAMP0112,2023-11-24,Lead
CONV017236,CUST006074,CAMP0050,03/25/2026,SQL
CONV017237,CUST003372,CAMP0022,2025-04-29,MQL
CONV017238,CUST004909,CAMP0212,2024-09-09,Lead
CONV017239,CUST007622,CAMP0169,2023-11-19,Opportunity
CONV017240,CUST009246,CAMP0111,2025-07-22,Lead
CONV017241,CUST007472,CAMP0039,2023-06-04,Lead
CONV017242,CUST005790,CAMP0023,16 Sep 2024,MQL
CONV017243,CUST002366,CAMP0064,2025-01-10,SQL
CONV017244,CUST005740,CAMP0117,19-06-2024,Customer
CONV017245,CUST004540,CAMP0087,2025-04-23,MQL
CONV017246,CUST005468,CAMP0131,2024-06-30,Opportunity
CONV017247,CUST000942,CAMP0102,2026-01-05,Customer
CONV017248,CUST009549,CAMP0135,,SQL
CONV017249,CUST005310,CAMP0137,2024-08-13,SQL
CONV017250,CUST002650,CAMP0121,2025-12-24,SQL
CONV017251,CUST004785,CAMP0066,2024-06-18,Customer
CONV017252,CUST007203,CAMP0111,2023-10-04,Customer
CONV017253,CUST008617,CAMP0035,02-10-2024,Opportunity
CONV017254,CUST006429,CAMP0140,2024-08-19,Opportunity
CONV017255,CUST005600,CAMP0093,2025-10-22,Lead
CONV017256,CUST005379,CAMP0010,17-06-2024,Customer
CONV017257,CUST001457,CAMP0104,01 Aug 2024,Opportunity
CONV017258,CUST008635,CAMP0168,25-01-2026,SQL
CONV017259,CUST009665,CAMP0107,,SQL
CONV017260,CUST002807,CAMP0047,2024-05-28,MQL
CONV017261,CUST004127,CAMP0138,04-07-2026,MQL
CONV017262,CUST003598,CAMP0211,04/02/2023,Lead
CONV017263,CUST001155,CAMP0193,2025-11-22,SQL
CONV017264,CUST007078,CAMP0075,04/19/2023,SQL
CONV017265,CUST003904,CAMP0001,01/10/2026,Lead
CONV017266,CUST000101,CAMP0072,29 Jul 2025,Opportunity
CONV017267,CUST002054,CAMP0032,2025-05-19,Customer
CONV017268,CUST006896,CAMP0181,2023-08-14,Opportunity
CONV017269,CUST004919,CAMP0129,04/19/2026,MQL
CONV017270,CUST002391,CAMP0217,2023-09-06,Lead
CONV017271,CUST001228,CAMP0122,2025-07-10,MQL
CONV017272,CUST008975,CAMP0033,2024-03-26,Opportunity
CONV017273,CUST007759,CAMP0205,2026-07-12,SQL
CONV017274,CUST008080,CAMP0039,2023-09-09,Customer
CONV017275,CUST000610,CAMP0014,2024-02-01,SQL
CONV017276,CUST009405,CAMP0001,2026-04-29,Lead
CONV017277,CUST008501,CAMP0054,2025-11-06,SQL
CONV017278,CUST004100,CAMP0216,2024-07-06,MQL
CONV017279,CUST009141,CAMP0042,05/31/2025,SQL
CONV017280,CUST008148,CAMP0056,,MQL
CONV017281,CUST005486,CAMP0134,2024-01-23,SQL
CONV017282,CUST002075,CAMP0070,2023-05-19,Customer
CONV017283,CUST009611,CAMP0153,16 Jan 2026,Opportunity
CONV017284,CUST006799,CAMP0071,2025-05-05,SQL
CONV017285,CUST000722,CAMP0084,16 Jul 2024,SQL
CONV017286,CUST004539,CAMP0211,2023-12-02,Customer
CONV017287,CUST002841,CAMP0187,2026-07-20,SQL
CONV017288,CUST000965,CAMP0053,2024-01-05,Customer
CONV017289,CUST007579,CAMP0162,2026-07-08,Lead
CONV017290,CUST001231,CAMP0186,31 Jul 2025,MQL
CONV017291,CUST004918,CAMP0115,2024-03-27,Customer
CONV017292,CUST002102,CAMP0127,,MQL
CONV017293,CUST003675,CAMP0166,07-02-2026,MQL
CONV017294,CUST003026,CAMP0088,,SQL
CONV017295,CUST007637,CAMP0186,2026-03-18,Opportunity
CONV017296,CUST009296,CAMP0215,12/22/2025,MQL
CONV017297,CUST007072,CAMP0044,2024-09-20,Customer
CONV017298,CUST005754,CAMP0212,,SQL
CONV017299,CUST008104,CAMP0029,2025-02-12,Opportunity
CONV017300,CUST005801,CAMP0175,09/11/2024,SQL
CONV017301,CUST004689,CAMP0187,2023-06-09,SQL
CONV017302,CUST006240,CAMP0162,2024-04-08,Customer
CONV017303,CUST003030,CAMP0123,2023-02-14,Customer
CONV017304,CUST004134,CAMP0103,2026-03-30,Lead
CONV017305,CUST006469,CAMP0114,2023-07-01,Customer
CONV017306,CUST007110,CAMP0019,01-05-2026,Opportunity
CONV017307,CUST003850,CAMP0220,01/08/2023,SQL
CONV017308,CUST004542,CAMP0160,2025-04-16,Customer
CONV017309,CUST005940,CAMP0129,2024-10-01,Customer
CONV017310,CUST009262,CAMP0054,2025-06-10,Opportunity
CONV017311,CUST006421,CAMP0153,2025-05-19,Customer
CONV017312,CUST003886,CAMP0040,09/10/2023,MQL
CONV017313,CUST009589,CAMP0014,2026-06-05,MQL
CONV017314,CUST002204,CAMP0041,2024-10-09,MQL
CONV017315,CUST006231,CAMP0048,2025-11-21,Opportunity
CONV017316,CUST003534,CAMP0072,2026-05-04,Opportunity
CONV017317,CUST004426,CAMP0220,2023-01-11,Lead
CONV017318,CUST000342,CAMP0037,09/11/2023,Lead
CONV017319,CUST002156,CAMP0025,01/12/2023,Lead
CONV017320,CUST005317,CAMP0072,2024-12-10,Customer
CONV017321,CUST004087,CAMP0129,2024-03-22,Opportunity
CONV017322,CUST008506,CAMP0215,2024-07-10,Lead
CONV017323,CUST008546,CAMP0110,2024-10-28,Customer
CONV017324,CUST009144,CAMP0015,2026-05-17,Opportunity
CONV017325,CUST007853,CAMP0175,2024-07-09,Lead
CONV017326,CUST005789,CAMP0030,2025-03-20,Opportunity
CONV017327,CUST009722,CAMP0094,2025-07-07,SQL
CONV017328,CUST006153,CAMP0071,27-07-2024,SQL
CONV017329,CUST003542,CAMP0035,2025-12-07,MQL
CONV017330,CUST001011,CAMP0139,07 Mar 2023,MQL
CONV017331,CUST007704,CAMP0182,2023-04-19,SQL
CONV017332,CUST007364,CAMP0086,25 Apr 2024,Customer
CONV017333,CUST004373,CAMP0064,2024-06-01,Opportunity
CONV017334,CUST001699,CAMP0115,08/24/2024,Opportunity
CONV017335,CUST005012,CAMP0079,02-10-2025,Customer
CONV017336,CUST009898,CAMP0025,2025-03-08,SQL
CONV017337,CUST008096,CAMP0187,2025-03-13,SQL
CONV017338,CUST006989,CAMP0107,09/26/2024,Opportunity
CONV017339,CUST009105,CAMP0059,05-12-2023,SQL
CONV017340,CUST007297,CAMP0012,2025-02-23,Lead
CONV017341,CUST008588,CAMP0214,2024-09-28,Customer
CONV017342,CUST009207,CAMP0170,09-08-2025,Lead
CONV017343,CUST000445,CAMP0195,09/09/2024,MQL
CONV017344,CUST006257,CAMP0202,2024-03-22,Customer
CONV017345,CUST002335,CAMP0074,2025-02-27,Opportunity
CONV017346,CUST002113,CAMP0071,30-08-2023,MQL
CONV017347,CUST004007,CAMP0010,02-05-2025,Customer
CONV017348,CUST000331,CAMP0024,22-11-2024,Customer
CONV017349,CUST006133,CAMP0089,04/04/2024,Lead
CONV017350,CUST006487,CAMP0149,23-10-2024,Lead
CONV017351,CUST007709,CAMP0072,09-06-2023,SQL
CONV017352,CUST009854,CAMP0177,2024-02-25,Customer
CONV017353,CUST000087,CAMP0072,2026-03-25,SQL
CONV017354,CUST006121,CAMP0144,2023-06-11,Customer
CONV017355,CUST001640,CAMP0028,2024-06-09,SQL
CONV017356,CUST003334,CAMP0197,2024-01-21,SQL
CONV017357,CUST004164,CAMP0133,2025-06-29,Lead
CONV017358,CUST000951,CAMP0048,2023-11-08,Opportunity
CONV017359,CUST007438,CAMP0073,,Lead
CONV017360,CUST007589,CAMP0138,06 Feb 2023,MQL
CONV017361,CUST009477,CAMP0081,2026-03-03,Lead
CONV017362,CUST002161,CAMP0045,12 Feb 2023,Lead
CONV017363,CUST006855,CAMP0107,02-03-2026,SQL
CONV017364,CUST008891,CAMP0022,2023-08-11,SQL
CONV017365,CUST009929,CAMP0097,2025-01-08,Customer
CONV017366,CUST003160,CAMP0009,01/27/2025,SQL
CONV017367,CUST004084,CAMP0187,2025-12-10,Opportunity
CONV017368,CUST002294,CAMP0120,09/10/2025,Lead
CONV017369,CUST008890,CAMP0126,27-09-2025,MQL
CONV017370,CUST003533,CAMP0062,2023-02-11,SQL
CONV017371,CUST008511,CAMP0144,04/03/2023,Lead
CONV017372,CUST003425,CAMP0124,12 Apr 2025,Opportunity
CONV017373,CUST001175,CAMP0131,2026-04-07,SQL
CONV017374,CUST002848,CAMP0128,2026-06-16,MQL
CONV017375,CUST009034,CAMP0097,2023-08-30,Lead
CONV017376,CUST008524,CAMP0113,2026-01-01,Customer
CONV017377,CUST002320,CAMP0194,11-07-2025,MQL
CONV017378,CUST007804,CAMP0076,2024-02-08,SQL
CONV017379,CUST007325,CAMP0202,2024-08-16,Opportunity
CONV017380,CUST001845,CAMP0178,23 Mar 2025,MQL
CONV017381,CUST008634,CAMP0069,13 Sep 2025,Opportunity
CONV017382,CUST000942,CAMP0091,2024-01-02,Lead
CONV017383,CUST001086,CAMP0115,2025-03-03,MQL
CONV017384,CUST003758,CAMP0151,18-07-2023,Customer
CONV017385,CUST008157,CAMP0118,01/17/2024,SQL
CONV017386,CUST004366,CAMP0218,2023-09-26,MQL
CONV017387,CUST005013,CAMP0198,2023-01-28,Opportunity
CONV017388,CUST004774,CAMP0179,2024-12-05,Opportunity
CONV017389,CUST009655,CAMP0187,2023-09-28,MQL
CONV017390,CUST006157,CAMP0040,26-03-2023,Customer
CONV017391,CUST001526,CAMP0108,2025-08-13,Lead
CONV017392,CUST007311,CAMP0219,2024-03-05,Opportunity
CONV017393,CUST001676,CAMP0118,2025-07-31,Lead
CONV017394,CUST007022,CAMP0115,20-06-2023,Opportunity
CONV017395,CUST005820,CAMP0139,2024-07-31,SQL
CONV017396,CUST003812,CAMP0198,23-12-2023,Customer
CONV017397,CUST000655,CAMP0152,2023-08-14,SQL
CONV017398,CUST000803,CAMP0028,26-08-2025,Opportunity
CONV017399,CUST000205,CAMP0092,20-07-2024,MQL
CONV017400,CUST006678,CAMP0062,2024-07-18,Opportunity
CONV017401,CUST000896,CAMP0132,23-04-2024,Customer
CONV017402,CUST004604,CAMP0113,2026-04-17,Opportunity
CONV017403,CUST005611,CAMP0161,22-02-2026,SQL
CONV017404,CUST008521,CAMP0058,12/05/2025,SQL
CONV017405,CUST008732,CAMP0023,2023-07-11,MQL
CONV017406,CUST003855,CAMP0008,2025-08-09,Opportunity
CONV017407,CUST009754,CAMP0071,07/06/2025,Lead
CONV017408,CUST001987,CAMP0048,10/18/2023,Opportunity
CONV017409,CUST003204,CAMP0038,01/09/2026,Opportunity
CONV017410,CUST007118,CAMP0143,2025-04-02,SQL
CONV017411,CUST004757,CAMP0032,2026-06-10,Lead
CONV017412,CUST006415,CAMP0074,05/13/2023,Opportunity
CONV017413,CUST007910,CAMP0135,01/22/2023,Opportunity
CONV017414,CUST006607,CAMP0107,2023-08-14,Opportunity
CONV017415,CUST003875,CAMP0049,2024-02-28,SQL
CONV017416,CUST004098,CAMP0068,2024-01-28,SQL
CONV017417,CUST002850,CAMP0160,15-01-2025,MQL
CONV017418,CUST005414,CAMP0218,2023-09-22,
CONV017419,CUST006368,CAMP0080,29-05-2023,MQL
CONV017420,CUST004572,CAMP0094,2026-06-03,Opportunity
CONV017421,CUST009609,CAMP0147,2024-02-18,MQL
CONV017422,CUST006143,CAMP0051,30-01-2024,MQL
CONV017423,CUST002900,CAMP0163,12/23/2023,Opportunity
CONV017424,CUST001800,CAMP0170,21-02-2026,MQL
CONV017425,CUST003763,CAMP0169,2024-09-16,Lead
CONV017426,CUST007451,CAMP0090,2025-07-21,Lead
CONV017427,CUST000065,CAMP0033,2023-11-14,Opportunity
CONV017428,CUST004391,CAMP0174,2024-11-09,SQL
CONV017429,CUST001853,CAMP0048,07/16/2024,Customer
CONV017430,CUST001121,CAMP0204,2025-03-26,Opportunity
CONV017431,CUST002265,CAMP0097,05/26/2024,Opportunity
CONV017432,CUST005860,CAMP0163,02/04/2024,SQL
CONV017433,CUST006579,CAMP0043,2025-01-02,Customer
CONV017434,CUST005365,CAMP0028,06 Dec 2023,Customer
CONV017435,CUST009973,CAMP0037,2026-04-11,Customer
CONV017436,CUST003211,CAMP0155,09-09-2024,Opportunity
CONV017437,CUST009792,CAMP0020,09 May 2026,Opportunity
CONV017438,CUST003002,CAMP0196,22-02-2025,MQL
CONV017439,CUST002328,CAMP0083,2023-09-19,Customer
CONV017440,CUST005506,CAMP0154,2024-01-07,Customer
CONV017441,CUST008163,CAMP0188,2024-01-19,Lead
CONV017442,CUST004784,CAMP0177,2025-04-29,Lead
CONV017443,CUST006626,CAMP0031,2023-05-16,Lead
CONV017444,CUST000635,CAMP0136,2024-02-07,SQL
CONV017445,CUST008087,CAMP0150,13-12-2024,Customer
CONV017446,CUST000853,CAMP0087,21 Feb 2023,MQL
CONV017447,CUST008220,CAMP0061,2023-03-25,SQL
CONV017448,CUST003943,CAMP0008,2026-04-05,Opportunity
CONV017449,CUST002312,CAMP0101,2025-04-23,MQL
CONV017450,CUST004202,CAMP0201,03-07-2024,Lead
CONV017451,CUST008154,CAMP0023,06/10/2025,Lead
CONV017452,CUST007975,CAMP0080,14-06-2026,MQL
CONV017453,CUST007904,CAMP0068,12-10-2023,Lead
CONV017454,CUST004742,CAMP0007,07-03-2024,Customer
CONV017455,CUST009257,CAMP0109,2023-04-01,Lead
CONV017456,CUST003917,CAMP0182,,SQL
CONV017457,CUST006299,CAMP0159,21 May 2026,Opportunity
CONV017458,CUST000185,CAMP0120,2025-12-12,Lead
CONV017459,CUST001188,CAMP0087,2023-05-20,
CONV017460,CUST000523,CAMP0174,2025-04-06,Opportunity
CONV017461,CUST003576,CAMP0041,2024-11-18,Opportunity
CONV017462,CUST003742,CAMP0014,2025-04-25,Customer
CONV017463,CUST007959,CAMP0206,2023-12-12,Opportunity
CONV017464,CUST009416,CAMP0123,11-09-2023,SQL
CONV017465,CUST009912,CAMP0088,16-07-2023,MQL
CONV017466,CUST007409,CAMP0121,2026-07-02,Opportunity
CONV017467,CUST000987,CAMP0172,21 Aug 2023,SQL
CONV017468,CUST003950,CAMP0009,2024-01-17,SQL
CONV017469,CUST007574,CAMP0060,12/23/2024,Opportunity
CONV017470,CUST001692,CAMP0217,2025-07-20,SQL
CONV017471,CUST006519,CAMP0068,05-04-2026,
CONV017472,CUST007795,CAMP0181,2026-07-21,Opportunity
CONV017473,CUST001961,CAMP0078,2025-07-12,Lead
CONV017474,CUST000274,CAMP0156,06-10-2025,Opportunity
CONV017475,CUST003747,CAMP0208,28-07-2026,SQL
CONV017476,CUST002177,CAMP0011,2025-10-06,Opportunity
CONV017477,CUST001963,CAMP0129,09/15/2025,Lead
CONV017478,CUST008760,CAMP0018,2025-10-14,SQL
CONV017479,CUST005614,CAMP0168,04 Mar 2023,SQL
CONV017480,CUST005858,CAMP0191,2025-05-06,Opportunity
CONV017481,CUST004817,CAMP0079,06/12/2026,Customer
CONV017482,CUST000085,CAMP0218,28-04-2026,SQL
CONV017483,CUST001440,CAMP0137,04-06-2025,Customer
CONV017484,CUST006683,CAMP0190,2023-02-21,MQL
CONV017485,CUST005805,CAMP0213,28-12-2024,MQL
CONV017486,CUST007924,CAMP0134,2024-11-16,Lead
CONV017487,CUST006553,CAMP0032,2024-12-03,Customer
CONV017488,CUST007640,CAMP0144,2024-01-01,MQL
CONV017489,CUST005989,CAMP0209,2023-11-01,MQL
CONV017490,CUST004765,CAMP0003,2025-09-11,Opportunity
CONV017491,CUST003348,CAMP0204,14-03-2023,Opportunity
CONV017492,CUST007316,CAMP0081,04-08-2025,Customer
CONV017493,CUST004529,CAMP0154,2024-10-09,Customer
CONV017494,CUST006912,CAMP0170,2023-02-22,Lead
CONV017495,CUST009042,CAMP0204,15-11-2023,Customer
CONV017496,CUST009213,CAMP0112,10-02-2024,Customer
CONV017497,CUST006083,CAMP0064,2025-07-30,Opportunity
CONV017498,CUST003321,CAMP0081,2023-07-30,Opportunity
CONV017499,CUST002719,CAMP0107,26 Apr 2023,MQL
CONV017500,CUST000979,CAMP0114,07-04-2026,Opportunity
CONV017501,CUST002506,CAMP0053,2023-08-31,Lead
CONV017502,CUST002719,CAMP0036,2026-01-11,Opportunity
CONV017503,CUST004346,CAMP0095,08/05/2023,Lead
CONV017504,CUST000079,CAMP0022,25-07-2024,Opportunity
CONV017505,CUST005559,CAMP0032,15-03-2025,Customer
CONV017506,CUST003339,CAMP0003,02/11/2025,Lead
CONV017507,CUST002287,CAMP0178,08/31/2023,Lead
CONV017508,CUST001215,CAMP0115,13-05-2024,MQL
CONV017509,CUST001698,CAMP0044,2024-06-01,SQL
CONV017510,CUST001266,CAMP0119,,MQL
CONV017511,CUST009426,CAMP0196,2024-05-27,SQL
CONV017512,CUST001907,CAMP0092,2025-11-21,Opportunity
CONV017513,CUST006555,CAMP0210,25-04-2026,Opportunity
CONV017514,CUST006485,CAMP0198,26-10-2024,Customer
CONV017515,CUST000188,CAMP0079,2023-09-15,Customer
CONV017516,CUST000353,CAMP0211,25-04-2023,SQL
CONV017517,CUST002986,CAMP0185,07-05-2024,MQL
CONV017518,CUST008468,CAMP0170,2026-06-19,Customer
CONV017519,CUST008317,CAMP0066,05/19/2025,Opportunity
CONV017520,CUST008660,CAMP0165,27 Nov 2023,Customer
CONV017521,CUST009852,CAMP0109,2026-04-29,MQL
CONV017522,CUST006861,CAMP0217,28-07-2023,Opportunity
CONV017523,CUST009104,CAMP0072,09/02/2023,Opportunity
CONV017524,CUST008867,CAMP0065,2023-12-23,Lead
CONV017525,CUST001531,CAMP0132,2025-05-05,MQL
CONV017526,CUST001475,CAMP0109,2023-07-01,MQL
CONV017527,CUST000448,CAMP0201,04/06/2023,MQL
CONV017528,CUST003052,CAMP0074,01/31/2026,Lead
CONV017529,CUST005221,CAMP0138,28-12-2024,Customer
CONV017530,CUST005471,CAMP0054,05/28/2026,MQL
CONV017531,CUST008203,CAMP0133,03-11-2024,SQL
CONV017532,CUST009178,CAMP0065,,Lead
CONV017533,CUST000277,CAMP0189,2024-01-11,Customer
CONV017534,CUST002020,CAMP0041,11/08/2025,MQL
CONV017535,CUST005528,CAMP0062,12-12-2025,Lead
CONV017536,CUST006462,CAMP0064,2023-04-06,MQL
CONV017537,CUST009337,CAMP0042,10/09/2024,Customer
CONV017538,CUST006337,CAMP0127,2024-11-29,MQL
CONV017539,CUST000496,CAMP0029,2023-04-07,
CONV017540,CUST004991,CAMP0053,05/04/2023,MQL
CONV017541,CUST006127,CAMP0039,2023-11-11,MQL
CONV017542,CUST005323,CAMP0004,24-07-2023,Customer
CONV017543,CUST008871,CAMP0182,,SQL
CONV017544,CUST008206,CAMP0163,28-06-2025,Customer
CONV017545,CUST003955,CAMP0137,2025-08-24,Customer
CONV017546,CUST002129,CAMP0081,05-11-2024,Lead
CONV017547,CUST007874,CAMP0154,2025-01-08,Customer
CONV017548,CUST007353,CAMP0080,12 Jul 2024,Opportunity
CONV017549,CUST001771,CAMP0158,2026-04-24,MQL
CONV017550,CUST009677,CAMP0035,04 Jun 2023,Lead
CONV017551,CUST008558,CAMP0069,08/16/2024,Lead
CONV017552,CUST009609,CAMP0078,05-05-2024,MQL
CONV017553,CUST005811,CAMP0115,2025-10-10,Opportunity
CONV017554,CUST009799,CAMP0118,2024-01-22,Opportunity
CONV017555,CUST008416,CAMP0060,2024-06-11,SQL
CONV017556,CUST008624,CAMP0153,08/05/2025,MQL
CONV017557,CUST002276,CAMP0092,20 Dec 2024,MQL
CONV017558,CUST001511,CAMP0035,08-05-2025,Customer
CONV017559,CUST005588,CAMP0039,03/22/2023,MQL
CONV017560,CUST001927,CAMP0058,11/29/2025,Opportunity
CONV017561,CUST009514,CAMP0096,2024-09-24,Customer
CONV017562,CUST004540,CAMP0099,01/29/2023,Opportunity
CONV017563,CUST009821,CAMP0168,2024-04-11,Lead
CONV017564,CUST007273,CAMP0161,19-08-2025,Lead
CONV017565,CUST000124,CAMP0161,2023-03-31,MQL
CONV017566,CUST001678,CAMP0178,2026-03-27,Customer
CONV017567,CUST002488,CAMP0169,2023-10-21,Lead
CONV017568,CUST005960,CAMP0168,2024-11-04,Customer
CONV017569,CUST005140,CAMP0120,2023-03-16,MQL
CONV017570,CUST006893,CAMP0063,2026-05-29,Customer
CONV017571,CUST006808,CAMP0002,2025-03-13,MQL
CONV017572,CUST005650,CAMP0010,,SQL
CONV017573,CUST003398,CAMP0028,04/23/2023,SQL
CONV017574,CUST005954,CAMP0108,27 May 2023,Customer
CONV017575,CUST005628,CAMP0069,15-08-2023,MQL
CONV017576,CUST001355,CAMP0053,14-01-2023,MQL
CONV017577,CUST002416,CAMP0050,18-04-2026,Customer
CONV017578,CUST009571,CAMP0086,2026-03-06,Customer
CONV017579,CUST003546,CAMP0063,2024-06-19,Customer
CONV017580,CUST005695,CAMP0167,2024-07-04,Customer
CONV017581,CUST000915,CAMP0204,31-05-2024,Customer
CONV017582,CUST001605,CAMP0094,2025-05-17,Opportunity
CONV017583,CUST008995,CAMP0033,09 Mar 2024,Opportunity
CONV017584,CUST000261,CAMP0082,,MQL
CONV017585,CUST002043,CAMP0015,2025-08-20,SQL
CONV017586,CUST001824,CAMP0050,01-11-2023,MQL
CONV017587,CUST007744,CAMP0130,2024-11-01,Opportunity
CONV017588,CUST009143,CAMP0111,12 Jul 2023,Customer
CONV017589,CUST006139,CAMP0006,2024-03-08,Customer
CONV017590,CUST001115,CAMP0102,05-12-2025,Customer
CONV017591,CUST003367,CAMP0184,2025-10-27,SQL
CONV017592,CUST007945,CAMP0101,2024-08-15,Customer
CONV017593,CUST004318,CAMP0133,2023-01-08,MQL
CONV017594,CUST003149,CAMP0088,12/01/2025,Opportunity
CONV017595,CUST002594,CAMP0148,,Opportunity
CONV017596,CUST001692,CAMP0150,09-03-2024,MQL
CONV017597,CUST007079,CAMP0026,28-03-2026,MQL
CONV017598,CUST001061,CAMP0120,2023-03-06,MQL
CONV017599,CUST002329,CAMP0055,05/15/2025,Customer
CONV017600,CUST004398,CAMP0172,2024-07-11,Opportunity
CONV017601,CUST008811,CAMP0164,2023-10-13,Opportunity
CONV017602,CUST001240,CAMP0030,15-01-2024,SQL
CONV017603,CUST007790,CAMP0114,03/24/2023,Lead
CONV017604,CUST003971,CAMP0023,12/06/2025,Opportunity
CONV017605,CUST008887,CAMP0093,2026-04-03,Lead
CONV017606,CUST005695,CAMP0111,2023-10-26,Customer
CONV017607,CUST002912,CAMP0175,2024-04-07,SQL
CONV017608,CUST004989,CAMP0010,03/15/2023,Opportunity
CONV017609,CUST007070,CAMP0197,30-01-2026,Opportunity
CONV017610,CUST004001,CAMP0089,2025-04-08,Lead
CONV017611,CUST000658,CAMP0217,2025-10-05,MQL
CONV017612,CUST008060,CAMP0036,05/06/2023,Customer
CONV017613,CUST005975,CAMP0165,2026-07-23,Opportunity
CONV017614,CUST001663,CAMP0114,2023-05-28,Lead
CONV017615,CUST005508,CAMP0072,14-08-2024,Lead
CONV017616,CUST008083,CAMP0215,20-04-2023,Opportunity
CONV017617,CUST000189,CAMP0054,2025-03-02,SQL
CONV017618,CUST003818,CAMP0193,2023-12-27,Customer
CONV017619,CUST002535,CAMP0143,2026-06-11,Customer
CONV017620,CUST000715,CAMP0180,14-05-2024,Customer
CONV017621,CUST002651,CAMP0071,2025-01-13,Lead
CONV017622,CUST007363,CAMP0011,17-07-2023,SQL
CONV017623,CUST000505,CAMP0121,2024-06-23,MQL
CONV017624,CUST009685,CAMP0208,23 Jun 2023,Opportunity
CONV017625,CUST009505,CAMP0040,2025-12-04,Opportunity
CONV017626,CUST009193,CAMP0157,2025-05-23,
CONV017627,CUST004178,CAMP0085,10/22/2025,MQL
CONV017628,CUST006429,CAMP0181,30-12-2023,SQL
CONV017629,CUST005228,CAMP0172,,SQL
CONV017630,CUST000439,CAMP0043,04/01/2025,Opportunity
CONV017631,CUST001504,CAMP0168,04-01-2024,Customer
CONV017632,CUST007290,CAMP0021,2024-12-22,Opportunity
CONV017633,CUST008356,CAMP0158,29-01-2026,SQL
CONV017634,CUST009404,CAMP0190,2026-07-07,Lead
CONV017635,CUST005668,CAMP0089,2026-06-13,Opportunity
CONV017636,CUST009535,CAMP0139,2024-12-17,Lead
CONV017637,CUST003251,CAMP0147,2024-07-02,Opportunity
CONV017638,CUST002471,CAMP0207,01 Mar 2025,MQL
CONV017639,CUST009988,CAMP0024,2025-06-23,Customer
CONV017640,CUST002857,CAMP0079,05/08/2026,Customer
CONV017641,CUST007367,CAMP0176,05/16/2026,Lead
CONV017642,CUST000812,CAMP0117,2024-11-02,Lead
CONV017643,CUST003737,CAMP0061,2026-07-02,Opportunity
CONV017644,CUST000198,CAMP0207,2024-03-07,Customer
CONV017645,CUST009228,CAMP0087,24-02-2025,Lead
CONV017646,CUST008698,CAMP0117,2023-09-15,MQL
CONV017647,CUST005039,CAMP0153,2026-03-25,MQL
CONV017648,CUST003694,CAMP0147,2026-07-15,MQL
CONV017649,CUST009862,CAMP0005,06/29/2023,Lead
CONV017650,CUST002916,CAMP0064,24-02-2024,Lead
CONV017651,CUST000760,CAMP0096,01 Jul 2023,Opportunity
CONV017652,CUST004270,CAMP0046,2025-11-10,Lead
CONV017653,CUST001116,CAMP0090,23 Jan 2026,MQL
CONV017654,CUST006788,CAMP0156,2023-06-07,Opportunity
CONV017655,CUST006983,CAMP0203,09-04-2025,MQL
CONV017656,CUST007831,CAMP0071,2023-09-24,Customer
CONV017657,CUST006509,CAMP0093,07-09-2025,Lead
CONV017658,CUST008585,CAMP0170,08/08/2025,Lead
CONV017659,CUST002546,CAMP0102,2025-05-18,Opportunity
CONV017660,CUST005844,CAMP0192,2025-06-25,MQL
CONV017661,CUST000954,CAMP0111,10-03-2026,Lead
CONV017662,CUST006584,CAMP0027,27-09-2023,SQL
CONV017663,CUST008086,CAMP0113,2025-01-14,Lead
CONV017664,CUST009594,CAMP0144,01/19/2026,MQL
CONV017665,CUST000125,CAMP0178,2024-05-14,MQL
CONV017666,CUST005461,CAMP0213,23-03-2025,SQL
CONV017667,CUST005128,CAMP0076,2025-10-06,Opportunity
CONV017668,CUST003310,CAMP0032,18-09-2024,Customer
CONV017669,CUST005016,CAMP0085,2023-04-04,SQL
CONV017670,CUST004487,CAMP0107,25 Jan 2023,SQL
CONV017671,CUST003360,CAMP0052,07-02-2024,SQL
CONV017672,CUST006324,CAMP0199,2026-07-18,SQL
CONV017673,CUST004562,CAMP0176,2023-06-18,Opportunity
CONV017674,CUST003845,CAMP0041,01 Sep 2024,Opportunity
CONV017675,CUST006994,CAMP0040,2026-05-02,MQL
CONV017676,CUST000280,CAMP0085,2025-08-04,Opportunity
CONV017677,CUST004033,CAMP0042,08 Jan 2025,SQL
CONV017678,CUST007660,CAMP0020,09/21/2025,Lead
CONV017679,CUST001131,CAMP0136,2026-07-01,Customer
CONV017680,CUST003109,CAMP0090,2026-07-05,Lead
CONV017681,CUST003738,CAMP0070,2024-12-30,Lead
CONV017682,CUST005067,CAMP0211,2024-06-03,Lead
CONV017683,CUST003243,CAMP0215,2024-05-31,MQL
CONV017684,CUST008530,CAMP0053,2024-06-29,Customer
CONV017685,CUST008830,CAMP0068,2024-12-16,MQL
